grammatical,ungrammatical,direct_log_prob_grammatical,direct_log_prob_ungrammatical,MetaQuestionSimple_log_prob_yes_grammatical,MetaQuestionSimple_log_prob_no_grammatical,MetaQuestionSimple_log_prob_yes_ungrammatical,MetaQuestionSimple_log_prob_no_ungrammatical,MetaInstruct_log_prob_yes_grammatical,MetaInstruct_log_prob_no_grammatical,MetaInstruct_log_prob_yes_ungrammatical,MetaInstruct_log_prob_no_ungrammatical,MetaQuestionComplex_log_prob_yes_grammatical,MetaQuestionComplex_log_prob_no_grammatical,MetaQuestionComplex_log_prob_yes_ungrammatical,MetaQuestionComplex_log_prob_no_ungrammatical
There seemed to be a cafe disappearing.,There plans to be a cafe disappearing.,-67.62683868408203,-74.2406005859375,-2.7397961616516113,-3.207150936126709,-2.954361915588379,-3.0608415603637695,-1.3037973642349243,-2.780391216278076,-1.8529040813446045,-2.3300082683563232,-1.6802488565444946,-3.933788776397705,-2.2784337997436523,-4.16948127746582
Nicole is cleaning those green couches.,Nicole is cleaning that green couches.,-70.13665866851807,-77.70445346832275,-1.483498454093933,-4.400408744812012,-1.9744998216629028,-4.768930435180664,-0.7426202893257141,-4.232562065124512,-1.0018975734710693,-4.225494384765625,-1.1881129741668701,-3.9227588176727295,-1.238448143005371,-3.877322196960449
The Impressionists' grandfather took one exposed shawl and Jerry took several.,The Impressionists' grandfather took one shawl and Jerry took several exposed.,-137.9091033935547,-142.84207153320312,-2.4976937770843506,-4.435229301452637,-4.056189060211182,-4.4951558113098145,-1.1267480850219727,-3.746122360229492,-2.4449822902679443,-4.2493486404418945,-1.2895238399505615,-3.868100881576538,-1.3994393348693848,-3.665501117706299
This dancer who hadn't known Aaron hadn't appreciated herself.,This dancer who hadn't known Aaron hadn't appreciated himself.,-98.71972274780273,-98.55156326293945,-2.8743550777435303,-4.2623186111450195,-2.7539308071136475,-4.205939292907715,-1.749626874923706,-3.8591153621673584,-1.5380146503448486,-3.7589056491851807,-2.0798182487487793,-4.043603420257568,-1.9831355810165405,-4.15084981918335
Cynthia's handymen hadn't judged it to be acceptable that some people see.,Cynthia's handymen should advise it to be acceptable that some people see.,-115.12724304199219,-115.25499391555786,-2.7533838748931885,-4.140188217163086,-2.665862798690796,-3.9895246028900146,-1.4506089687347412,-3.830587148666382,-1.5555667877197266,-3.788987159729004,-1.7109109163284302,-3.7568740844726562,-1.4824286699295044,-3.582331657409668
Deborah imagines herself confusing that association.,Deborah imagines herself confused that association.,-77.44927024841309,-79.04836463928223,-2.8052496910095215,-4.1565070152282715,-3.266481399536133,-4.402017593383789,-1.2650599479675293,-3.768859386444092,-1.6109073162078857,-4.099520683288574,-1.5790627002716064,-4.460748672485352,-1.4678395986557007,-4.336559772491455
Only Marie's girlfriend who Alexander is working with ever lies.,Marie's girlfriend who only Alexander is working with ever lies.,-109.36483383178711,-95.38442039489746,-1.7649790048599243,-2.6109166145324707,-1.5423914194107056,-3.0832228660583496,-1.0201345682144165,-2.7148890495300293,-0.9800422191619873,-2.9573380947113037,-3.0357813835144043,-4.113997936248779,-2.4790120124816895,-3.9464364051818848
Who hadn't Julie's grandfather that approached some son of Robert cured?,Who hadn't some son of Robert cured Julie's grandfather that approached?,-129.65501022338867,-130.7849292755127,-3.0662012100219727,-3.016092300415039,-2.6814498901367188,-2.9020938873291016,-2.0686826705932617,-2.9696407318115234,-1.872949242591858,-2.7630772590637207,-2.6342175006866455,-4.347592353820801,-2.5399279594421387,-4.414069652557373
Guy thought about himself alarming Theodore.,Guy thought about himself alarmed Theodore.,-73.955491065979,-80.55546855926514,-2.0012221336364746,-3.1360487937927246,-2.5640554428100586,-2.6897029876708984,-0.9061214923858643,-2.9568207263946533,-1.0131467580795288,-2.0946526527404785,-1.686108946800232,-3.388688564300537,-1.4939675331115723,-3.1661829948425293
There is a pepper falling.,There is each pepper falling.,-56.49225997924805,-71.34285163879395,-2.6525611877441406,-3.645857810974121,-4.3836188316345215,-3.7715039253234863,-1.4991382360458374,-3.495666980743408,-3.4570226669311523,-4.141787528991699,-1.7775557041168213,-4.230813980102539,-1.9000767469406128,-4.479362487792969
Many students who don't listen to this lady don't irritate Carrie.,Many students who don't listen to this lady doesn't irritate Carrie.,-94.4192361831665,-98.45968723297119,-1.6277246475219727,-3.745952606201172,-1.6460548639297485,-3.8066229820251465,-0.9230037331581116,-3.8180575370788574,-0.9233567714691162,-3.860877752304077,-2.291295051574707,-4.054560661315918,-2.35392427444458,-3.9446091651916504
This rug worries that child.,This rug worries those child.,-76.11295509338379,-84.7859058380127,-1.80824875831604,-2.5055296421051025,-2.0289363861083984,-3.003596305847168,-1.0698896646499634,-2.322782039642334,-1.1715434789657593,-2.733590602874756,-1.493619680404663,-3.8608272075653076,-1.5597378015518188,-4.007137775421143
The men weren't profiting.,The man weren't profiting.,-56.53200149536133,-59.246028900146484,-3.235358953475952,-4.201382637023926,-2.7888317108154297,-4.28985595703125,-1.8079028129577637,-3.7273402214050293,-1.3555552959442139,-3.61017107963562,-1.7294456958770752,-4.342643737792969,-1.764670491218567,-4.281907081604004
There was a niece of Gary hiding away.,There was each niece of Gary hiding away.,-92.10695457458496,-98.90392971038818,-1.8665170669555664,-3.8978805541992188,-2.9497644901275635,-3.8151094913482666,-0.8821497559547424,-3.5552234649658203,-1.3503972291946411,-3.4746007919311523,-1.4349267482757568,-3.6786153316497803,-1.1724233627319336,-3.841644287109375
Lissa has opened the window.,Lissa has appeared the window.,-51.25623655319214,-61.410157203674316,-1.3065552711486816,-3.778028964996338,-2.552530288696289,-3.401627540588379,-0.5873728394508362,-3.6110754013061523,-1.3240312337875366,-3.1382250785827637,-1.9124906063079834,-3.50333571434021,-2.4202311038970947,-4.033116340637207
The forgotten movies were important.,The forgot movies were important.,-57.33519744873047,-63.614553451538086,-1.7590316534042358,-3.776615619659424,-1.7433314323425293,-3.4404120445251465,-0.9214150309562683,-3.5331780910491943,-1.0240626335144043,-2.9390082359313965,-1.3609519004821777,-5.01001501083374,-1.60334312915802,-5.2162275314331055
A lot of guys' piano teacher notices one young best friend and Galileo's boyfriend notices three.,A lot of guys' piano teacher notices one best friend and Galileo's boyfriend notices three young.,-160.3531265258789,-163.50648880004883,-1.0825467109680176,-3.644117832183838,-1.5804091691970825,-3.9674720764160156,-0.6026391983032227,-3.57718563079834,-0.9234560132026672,-3.6303184032440186,-1.5576472282409668,-3.785107135772705,-1.4878870248794556,-3.5830845832824707
Those women are described by the children.,Those women are described by the report.,-53.763484954833984,-55.024749755859375,-3.4899303913116455,-5.218163967132568,-3.983586549758911,-5.310957908630371,-1.4502125978469849,-4.609122276306152,-2.0943899154663086,-4.773442268371582,-1.718602180480957,-3.261903762817383,-1.661556363105774,-3.574732780456543
Valerie figured out who a lot of dancers that are flirting reveal.,Valerie figured out that a lot of dancers that are flirting reveal.,-115.00195121765137,-104.93344306945801,-2.103569269180298,-3.7370102405548096,-2.582655906677246,-3.9326467514038086,-0.9078353047370911,-3.776746988296509,-1.235397219657898,-3.9284191131591797,-1.2354949712753296,-4.2646708488464355,-1.0457149744033813,-4.1365065574646
Julia kisses that person.,Julia kisses those person.,-51.51778793334961,-59.87152290344238,-1.204925298690796,-3.6216676235198975,-1.9168294668197632,-2.956967830657959,-0.41112184524536133,-3.392517566680908,-0.6066869497299194,-3.0694661140441895,-1.3278930187225342,-4.339804649353027,-1.942945122718811,-3.8607945442199707
That dress would not ever stretch.,That dress would probably ever stretch.,-66.10412311553955,-68.02082920074463,-3.0350089073181152,-3.4595608711242676,-2.9875330924987793,-2.966606616973877,-1.7843157052993774,-3.059182643890381,-1.767278790473938,-2.3349733352661133,-1.3920060396194458,-4.751425743103027,-1.3131579160690308,-4.522863388061523
That actress's granddaughter was certain to confuse Alan.,That actress's granddaughter was hard to confuse Alan.,-94.25411224365234,-91.3186264038086,-2.357560396194458,-3.4385855197906494,-2.0987579822540283,-4.021596908569336,-1.3174569606781006,-3.3488481044769287,-1.1843496561050415,-3.7586941719055176,-1.2483690977096558,-4.006824493408203,-1.128221869468689,-4.04362154006958
There had seemed to be a lot of jackets shrinking.,There had intended to be a lot of jackets shrinking.,-81.12456464767456,-98.1333236694336,-4.45701789855957,-4.016457557678223,-4.069461822509766,-3.3497676849365234,-2.3505990505218506,-3.454167127609253,-2.351839065551758,-2.6533327102661133,-1.5702279806137085,-4.150964260101318,-1.5772066116333008,-3.996445655822754
No museum was describing more than five ladies.,No museum was describing at least five ladies.,-76.06140518188477,-76.79632186889648,-2.566226005554199,-1.9921684265136719,-3.6762747764587402,-1.8825325965881348,-1.52053701877594,-3.051496982574463,-2.301619529724121,-3.0929603576660156,-1.5377044677734375,-3.777346611022949,-1.5695475339889526,-3.6724843978881836
Many vases hadn't distracted these doctors.,Many vases hadn't distracted this doctors.,-78.7763671875,-82.39151287078857,-2.70725417137146,-3.4037787914276123,-3.0613489151000977,-3.492147445678711,-1.4680079221725464,-3.076411247253418,-1.6071683168411255,-3.069164276123047,-1.5789868831634521,-4.266666412353516,-1.8803589344024658,-4.130219459533691
The broken foot isn't cheap.,The broke foot isn't cheap.,-63.62028121948242,-68.94297981262207,-1.431970477104187,-3.5169801712036133,-1.4344031810760498,-3.592130422592163,-0.7216225266456604,-3.384650230407715,-0.7716941237449646,-3.2682266235351562,-1.3474400043487549,-4.501786231994629,-1.181119680404663,-4.530519485473633
Who has Colleen aggravated before kissing Judy?,Who has Colleen aggravated Judy before kissing?,-104.03178977966309,-107.2408275604248,-2.400624990463257,-2.8510358333587646,-2.822495698928833,-2.8825905323028564,-1.3833069801330566,-2.3451504707336426,-1.926666498184204,-2.421740770339966,-3.7137722969055176,-5.368001461029053,-3.4764273166656494,-5.411228179931641
Aaron clearly wishes to telephone.,Aaron ever wishes to telephone.,-64.23442268371582,-65.54745483398438,-1.8484225273132324,-3.2043070793151855,-2.351958990097046,-2.610646963119507,-1.0246590375900269,-3.2616701126098633,-1.5660685300827026,-2.0721540451049805,-1.4130918979644775,-4.098580360412598,-1.6681255102157593,-3.8533406257629395
The broken mirrors are purple.,The broke mirrors are purple.,-55.06518745422363,-55.926361083984375,-1.021756887435913,-3.493612051010132,-1.2176308631896973,-3.150728702545166,-0.49885258078575134,-3.5584590435028076,-0.666295051574707,-2.8980789184570312,-1.7724883556365967,-5.263537406921387,-1.7580233812332153,-4.859479904174805
Heidi is approaching Timothy.,Heidi were approaching Timothy.,-48.72758674621582,-60.26391792297363,-1.620919942855835,-4.207625389099121,-1.787699580192566,-3.667027473449707,-0.6927743554115295,-3.9592127799987793,-0.8419544100761414,-2.6874840259552,-2.2119436264038086,-3.8331003189086914,-1.932281255722046,-3.7202975749969482
Would Benjamin ever prompt Carrie to upset Suzanne?,Benjamin would ever prompt Carrie to upset Suzanne.,-91.06498718261719,-109.08740043640137,-2.218442440032959,-2.770373821258545,-2.654365301132202,-3.403611898422241,-1.6186892986297607,-2.7216575145721436,-1.3778480291366577,-2.706916332244873,-2.4077486991882324,-5.494399547576904,-1.4918324947357178,-4.05483341217041
Bruce might care for himself.,Bruce might care for themselves.,-46.28378963470459,-53.42350959777832,-1.7787678241729736,-3.508906602859497,-1.8980934619903564,-3.68603253364563,-0.9419950246810913,-3.41084623336792,-1.0180805921554565,-3.479964256286621,-1.198777198791504,-5.075608253479004,-1.2163561582565308,-5.089093208312988
Vincent has forgotten the boy that will criticize Carl.,Vincent has forgotten who the boy will criticize Carl.,-94.68750476837158,-99.17166519165039,-2.759456157684326,-4.216749668121338,-3.541557788848877,-4.667041301727295,-1.5581681728363037,-3.832562208175659,-2.0902082920074463,-3.780681848526001,-1.6026906967163086,-3.729124069213867,-1.9000674486160278,-3.833160400390625
Tamara complains about those drivers.,Every carriage complains about those drivers.,-60.125000953674316,-70.21507167816162,-1.5690302848815918,-3.81380033493042,-2.893125295639038,-3.599858045578003,-0.7339606881141663,-3.7793116569519043,-1.1312402486801147,-3.5665955543518066,-1.5680705308914185,-4.236870765686035,-1.6371761560440063,-4.143524646759033
Heather leaves a few children and Sandra leaves a lot out in the open children.,Heather leaves a few content children and Sandra leaves a lot out in the open.,-123.05907392501831,-126.14292764663696,-1.6936084032058716,-3.7337465286254883,-1.5638874769210815,-3.888154983520508,-1.035447359085083,-3.857409715652466,-1.0979769229888916,-4.186473846435547,-1.0685899257659912,-3.7218472957611084,-1.2230924367904663,-3.7566514015197754
Stacy hasn't researched every restaurant.,Some box hasn't researched every restaurant.,-67.90814971923828,-72.75448608398438,-2.714498519897461,-3.7697010040283203,-2.5110950469970703,-3.929379463195801,-1.6838284730911255,-3.2893896102905273,-1.4038059711456299,-3.7456724643707275,-1.1459366083145142,-4.1931939125061035,-1.3652610778808594,-4.089138031005859
Every patient had boycotted at most three malls.,No patient had boycotted at most three malls.,-94.96517181396484,-79.2944860458374,-1.8527398109436035,-2.873727321624756,-2.2720680236816406,-1.9610825777053833,-1.1849225759506226,-2.8647255897521973,-1.5317617654800415,-2.837526798248291,-1.1665338277816772,-4.609208583831787,-1.1833906173706055,-4.088292121887207
Randolf would realize that committees wouldn't discuss Sally.,Randolf would realize who committees wouldn't discuss Sally.,-105.44684410095215,-113.05146312713623,-3.122450351715088,-4.354426860809326,-2.8164989948272705,-4.324410438537598,-1.5940195322036743,-3.720053195953369,-1.4575344324111938,-3.589437961578369,-1.2001181840896606,-3.575568199157715,-1.416577696800232,-3.4693894386291504
Claire wasn't concealed by some actor.,Claire wasn't concealed by some slopes.,-77.75505065917969,-78.77012729644775,-3.025268316268921,-5.1828932762146,-3.4279861450195312,-4.895322799682617,-1.1630903482437134,-4.359470844268799,-1.5427587032318115,-4.240293502807617,-1.5635544061660767,-4.225858211517334,-1.5340107679367065,-4.405379295349121
Alicia was saying that she did scare Larry.,Alicia was saying that herself did scare Larry.,-85.75455236434937,-99.0842170715332,-2.104665994644165,-4.028499603271484,-2.096588373184204,-4.023869514465332,-1.1243579387664795,-3.8411452770233154,-1.1658849716186523,-3.6997079849243164,-1.0352050065994263,-3.5200929641723633,-1.1133660078048706,-3.5513916015625
The gates haven't bothered these exposed waiters.,The gates haven't bothered this exposed waiters.,-98.44944953918457,-102.9710865020752,-3.0640242099761963,-3.328075647354126,-2.8395752906799316,-3.2196221351623535,-2.0207877159118652,-3.0656981468200684,-1.9552894830703735,-2.9888739585876465,-1.8566043376922607,-4.397324562072754,-1.9238860607147217,-4.316011428833008
Many dancers disagree with these displeased dancers.,Many dancers disagree with this displeased dancers.,-72.15991115570068,-73.57257270812988,-1.740158200263977,-4.325509071350098,-1.744922399520874,-4.051804542541504,-0.9442605376243591,-4.1920318603515625,-1.0564706325531006,-3.530775785446167,-2.590747356414795,-4.627355098724365,-2.5124568939208984,-4.3472795486450195
Clyde has often cured Janice.,Clyde has ever cured Janice.,-72.2409782409668,-74.1216230392456,-1.462301254272461,-4.191486358642578,-1.7802014350891113,-3.9017224311828613,-0.7053124308586121,-4.171254634857178,-0.8208741545677185,-3.561957359313965,-2.2650375366210938,-4.509396553039551,-2.835918426513672,-4.562333106994629
Who can Gary and Brad leave?,Who might Gary leave and Brad?,-62.232826232910156,-73.28732490539551,-3.126133918762207,-2.8756790161132812,-3.0350189208984375,-3.1204605102539062,-1.3478529453277588,-1.9596941471099854,-1.5398184061050415,-2.3965888023376465,-3.325057029724121,-5.830964088439941,-3.448695421218872,-5.633637428283691
That dog found four screens and Michael found five lost screens.,That dog found four yellow screens and Michael found five lost.,-97.35525512695312,-104.03418731689453,-0.8372890949249268,-3.4822418689727783,-1.0921176671981812,-3.38682222366333,-0.5786952376365662,-3.312289237976074,-0.6821979284286499,-3.100037097930908,-1.11272394657135,-4.569669246673584,-0.8618728518486023,-4.2112016677856445
Every child has studied.,Every child have studied.,-49.572930335998535,-56.85211181640625,-1.6302446126937866,-3.6394829750061035,-1.6521587371826172,-3.660083770751953,-0.8419123888015747,-3.270867347717285,-0.9056533575057983,-3.304333209991455,-1.5345908403396606,-3.755181312561035,-1.5305047035217285,-3.897914409637451
Brett hid away.,Brett hidden away.,-49.440155029296875,-54.54392910003662,-1.664331316947937,-3.258803367614746,-2.4005274772644043,-3.6788525581359863,-0.8832484483718872,-2.9354991912841797,-1.1742238998413086,-3.3532400131225586,-1.4618629217147827,-4.088901042938232,-1.7886848449707031,-3.7895469665527344
Carl wasn't disliked by the pedestrian.,Carl wasn't disliked by the convertible.,-65.68968200683594,-61.88743209838867,-3.338181495666504,-5.215885162353516,-5.074260234832764,-6.51019811630249,-1.2946420907974243,-3.971315860748291,-2.5222132205963135,-5.068089008331299,-1.0970134735107422,-3.7476072311401367,-1.178717017173767,-3.568371295928955
Holly clearly declares Florence to escape.,Holly ever declares Florence to escape.,-80.2548599243164,-86.04000091552734,-2.02532958984375,-4.362117767333984,-2.5616393089294434,-3.4524178504943848,-1.1800135374069214,-4.770573616027832,-1.3025802373886108,-3.3789820671081543,-1.6613149642944336,-4.625850677490234,-2.2368335723876953,-4.421703338623047
That friend of Karen hadn't predicted there to be a college campus irritating Donald.,That friend of Karen hadn't motivated there to be a college campus irritating Donald.,-146.62413024902344,-145.74484252929688,-2.003723382949829,-3.182713747024536,-2.656041145324707,-3.498964309692383,-1.2783620357513428,-2.998319387435913,-1.8168045282363892,-3.303225040435791,-1.025513768196106,-3.5858373641967773,-1.3642593622207642,-3.196110248565674
There are no stories confusing Patricia.,There are most stories confusing Patricia.,-70.02784442901611,-76.54858112335205,-2.9654293060302734,-3.410388946533203,-3.7655763626098633,-4.160094261169434,-1.8649343252182007,-3.8568015098571777,-1.9191898107528687,-4.091161251068115,-1.3126026391983032,-4.206881999969482,-1.4492911100387573,-5.024080276489258
Those muffins resemble one print and some reports resemble three big print.,Those muffins resemble one smooth print and some reports resemble three big.,-111.04425048828125,-122.27124977111816,-2.5490283966064453,-3.0415124893188477,-2.8782105445861816,-2.956328868865967,-1.157804250717163,-2.8149354457855225,-1.3568488359451294,-2.64797306060791,-1.5869824886322021,-3.698495626449585,-1.551055908203125,-3.7828941345214844
A lot of waiters' best friend watches.,A lot of waiters' best friend references.,-62.855448722839355,-64.88439083099365,-1.8323785066604614,-3.452146530151367,-2.582413911819458,-3.545624017715454,-1.0549335479736328,-3.00380802154541,-1.1402281522750854,-3.098447799682617,-1.8244298696517944,-3.77305269241333,-1.2351887226104736,-4.85795783996582
An actress who hasn't discussed a lot of cashiers was concealing herself.,An actress who hasn't discussed a lot of cashiers was concealing themselves.,-110.7101058959961,-114.04073333740234,-1.4769426584243774,-3.88069486618042,-1.5667295455932617,-3.7212486267089844,-0.7983735203742981,-4.005795955657959,-0.838314950466156,-3.8740272521972656,-1.745854377746582,-3.8879194259643555,-1.7824792861938477,-3.9584779739379883
Nieces of all men have hugged.,Nieces of all men have dropped by.,-62.619205474853516,-66.34522104263306,-2.5201308727264404,-3.4358785152435303,-2.4543700218200684,-3.586209774017334,-1.1541138887405396,-3.2148218154907227,-1.4214270114898682,-3.4646875858306885,-2.4112589359283447,-4.068613052368164,-1.6945617198944092,-4.22586727142334
Kayla isn't worrying a lot of customers.,Kayla isn't cooking a lot of customers.,-67.36496925354004,-64.83494758605957,-1.9896267652511597,-3.3885011672973633,-2.01879620552063,-2.944047212600708,-1.2415884733200073,-3.385133743286133,-1.2545043230056763,-2.9484872817993164,-1.4276418685913086,-4.11069393157959,-1.193136215209961,-4.215505599975586
Those syntheses alarm Naomi.,Those syntheses alarms Naomi.,-65.62837028503418,-66.90944480895996,-2.2319798469543457,-3.6291298866271973,-3.2314493656158447,-3.7762949466705322,-0.8544326424598694,-3.5512547492980957,-1.4935411214828491,-3.5268216133117676,-2.6485142707824707,-4.228644847869873,-2.6957361698150635,-3.8976547718048096
Jeffrey was saying that he worried Kirsten.,Jeffrey was saying that himself worried Kirsten.,-74.03369903564453,-83.49260330200195,-2.824251651763916,-4.5999226570129395,-2.420818328857422,-4.3247528076171875,-1.5206270217895508,-4.108916282653809,-1.2760692834854126,-4.0696587562561035,-1.1163644790649414,-3.2319297790527344,-1.336899995803833,-3.2656891345977783
Those students knew Rachel.,Those students known Rachel.,-55.07707118988037,-57.92070388793945,-2.504502296447754,-4.250211715698242,-4.1232686042785645,-4.496327877044678,-0.810117781162262,-3.4994945526123047,-1.5067873001098633,-3.408397674560547,-1.3492612838745117,-4.142889022827148,-1.5132153034210205,-3.8591082096099854
A teacher that shouldn't hurt ladies concurs.,A teacher that shouldn't hurt ladies concur.,-83.85942459106445,-86.23870849609375,-1.6089168787002563,-3.5143580436706543,-1.5388354063034058,-3.3511266708374023,-0.9616184234619141,-3.772167205810547,-0.8323071599006653,-3.4635345935821533,-2.400688648223877,-4.502439975738525,-1.8726632595062256,-4.296160697937012
There wasn't a company chatting.,There wasn't each company chatting.,-58.852662086486816,-69.7966775894165,-3.78041410446167,-3.6914048194885254,-4.319627285003662,-3.7747864723205566,-2.1334545612335205,-3.217971086502075,-2.5630133152008057,-3.2043373584747314,-1.7274115085601807,-4.4309186935424805,-1.715286374092102,-4.549263000488281
April thought about these bases.,April thought about these basis.,-53.202043533325195,-59.39228439331055,-5.046482086181641,-6.062652587890625,-5.7262444496154785,-6.039768695831299,-3.4856209754943848,-6.024895191192627,-4.659927845001221,-6.1885199546813965,-1.6440086364746094,-5.283937454223633,-1.7913436889648438,-5.340360641479492
Mothers of Teresa toured three important cafes and the adult toured at least as many.,Mothers of Teresa toured three cafes and the adult toured at least as many important.,-133.8093557357788,-135.91794061660767,-2.105545997619629,-3.7582874298095703,-2.2399649620056152,-3.036895275115967,-1.164573073387146,-3.7789034843444824,-1.729580283164978,-3.087952136993408,-1.3918418884277344,-4.595432281494141,-1.468421220779419,-4.227745056152344
David's boyfriend wasn't touring three out in the open banks and Randolf wasn't touring fewer.,David's boyfriend wasn't touring three banks and Randolf wasn't touring fewer out in the open.,-168.54766845703125,-163.0758285522461,-2.2240540981292725,-3.3566739559173584,-2.0793609619140625,-3.4329757690429688,-1.047232747077942,-3.22701358795166,-1.309000849723816,-3.3605709075927734,-1.1687575578689575,-2.9192676544189453,-1.036228060722351,-3.007213592529297
Judy is boasted about by the person.,Judy is boasted about by the carriage.,-71.11852312088013,-72.91080951690674,-2.033318519592285,-3.7568788528442383,-1.6659435033798218,-3.2908854484558105,-1.0681519508361816,-3.3808341026306152,-0.9079182147979736,-3.1602604389190674,-1.8334321975708008,-4.223090171813965,-1.6481051445007324,-4.138224124908447
Deborah's tutors anticipate there to be a box stunning Jennifer.,Deborah's tutors obliged there to be a box stunning Jennifer.,-109.27495193481445,-118.9193229675293,-2.2211015224456787,-3.459237813949585,-2.7322897911071777,-3.506004810333252,-1.2856067419052124,-3.031893253326416,-1.5910265445709229,-2.8558599948883057,-1.1500355005264282,-3.9205574989318848,-1.9126862287521362,-3.8098764419555664
Some fathers of this cashier aggravates one employed classmate and Matt's brothers aggravates three.,Some fathers of this cashier aggravates one classmate and Matt's brothers aggravates three employed.,-169.02713298797607,-171.1427116394043,-2.5314831733703613,-3.431766986846924,-2.4115843772888184,-3.610264301300049,-1.5756404399871826,-3.383162260055542,-1.579609990119934,-3.474142074584961,-1.9981560707092285,-3.726013660430908,-2.0208802223205566,-3.734147548675537
A waiter wasn't listened to by some guys.,A waiter wasn't listened to by some glass.,-65.60293674468994,-71.64499759674072,-2.2762885093688965,-4.113375186920166,-2.5677871704101562,-4.4775238037109375,-1.1770488023757935,-3.9081687927246094,-1.1858030557632446,-3.9079766273498535,-1.8412089347839355,-4.089951992034912,-1.6697347164154053,-3.9772469997406006
Who are all women's discussing Elizabeth astounding.,Who are all women's discussing astounding Elizabeth.,-92.00097942352295,-89.59141159057617,-1.6014739274978638,-2.5192766189575195,-2.5154526233673096,-2.68717885017395,-0.9249480962753296,-2.020878314971924,-1.3030766248703003,-2.0866708755493164,-2.28377366065979,-3.8199150562286377,-2.5364277362823486,-3.932286500930786
Most shoes weren't messed up by the guests.,Most shoes weren't messed up by the pictures.,-66.0657787322998,-69.75967407226562,-1.8736133575439453,-3.5747880935668945,-1.9494808912277222,-3.5132646560668945,-1.1415770053863525,-3.3926985263824463,-1.2456564903259277,-3.2184576988220215,-1.4066541194915771,-4.157054901123047,-1.5297274589538574,-4.298205852508545
There happened to be a banana looking like these pictures.,There continues to be a banana looking like these pictures.,-84.25461673736572,-77.84621477127075,-3.662738800048828,-4.513830184936523,-3.272857666015625,-3.7488508224487305,-2.123234987258911,-4.414335250854492,-1.8759775161743164,-3.4260759353637695,-1.543526530265808,-4.806841850280762,-1.4391307830810547,-4.720939636230469
Brad isn't listening to several grandmothers and Colleen isn't listening to a few upset grandmothers.,Brad isn't listening to several employed grandmothers and Colleen isn't listening to a few upset.,-117.53702211380005,-128.6684889793396,-1.4275999069213867,-3.872587203979492,-2.0239086151123047,-3.697848320007324,-0.9574093222618103,-4.028223514556885,-1.275763988494873,-3.7982630729675293,-1.710949420928955,-3.071441173553467,-1.8210688829421997,-2.9907360076904297
Only Christina ever wished to talk to Dennis.,Even Christina ever wished to talk to Dennis.,-82.43759536743164,-84.19313335418701,-1.937921404838562,-2.9370994567871094,-2.786144495010376,-3.3763926029205322,-1.0180755853652954,-2.796365261077881,-1.5090957880020142,-3.0946249961853027,-1.3762576580047607,-3.7160918712615967,-1.1558715105056763,-4.189020156860352
Stacy won't heal herself.,Stacy won't heal himself.,-63.355849266052246,-64.72196865081787,-1.2088037729263306,-3.4463629722595215,-1.218421459197998,-3.3864054679870605,-0.6446045637130737,-3.3409032821655273,-0.6581118106842041,-3.250392198562622,-0.8891809582710266,-3.8384244441986084,-0.8599887490272522,-3.858891010284424
Curtis had talked about one mentor and David's hairdressers had talked about a lot busy mentor.,Curtis had talked about one unconvinced mentor and David's hairdressers had talked about a lot busy.,-147.24604892730713,-156.01726913452148,-1.7095850706100464,-2.999725341796875,-1.6317861080169678,-3.333829641342163,-0.9457215666770935,-3.078275680541992,-0.9352041482925415,-3.1392664909362793,-1.276336431503296,-3.3793256282806396,-1.1824262142181396,-3.615831136703491
Those children went to that movie theater.,Those children gone to that movie theater.,-53.640594482421875,-61.6593132019043,-1.1436266899108887,-3.6005024909973145,-1.5906438827514648,-3.5029869079589844,-0.5137591361999512,-3.6883902549743652,-0.7075244188308716,-3.245877265930176,-1.2453269958496094,-3.61669921875,-1.4125075340270996,-3.5192856788635254
Even Valerie would often dare that synopsis to embarrass the Impressionists.,Even Valerie would ever dare that synopsis to embarrass the Impressionists.,-128.50853538513184,-132.09426498413086,-2.4223482608795166,-3.91241192817688,-2.5629193782806396,-3.838887929916382,-1.2596486806869507,-3.9940037727355957,-1.4375274181365967,-3.811815023422241,-1.7600685358047485,-4.448883533477783,-1.8296093940734863,-4.5251078605651855
Who do many actresses and all rivers resemble?,Who would many actresses resemble and all rivers?,-86.31123733520508,-86.8496789932251,-2.2559080123901367,-2.8005523681640625,-3.29250431060791,-2.1046314239501953,-1.0272973775863647,-2.425240993499756,-2.3375244140625,-1.8827848434448242,-3.769028663635254,-6.704734802246094,-2.532541275024414,-5.82327938079834
There were some eyes flinging open.,There were all eyes flinging open.,-67.65518951416016,-74.30241394042969,-4.994084358215332,-4.375007629394531,-5.584663391113281,-4.355192184448242,-2.2610645294189453,-4.023433685302734,-2.491166353225708,-4.314741134643555,-1.5480750799179077,-4.752517223358154,-1.3658697605133057,-4.642775535583496
Most girls passed those smooth high schools.,Most girls passed those smooth high school.,-70.74920654296875,-69.62971496582031,-1.420994520187378,-3.2562034130096436,-1.8394566774368286,-2.878652572631836,-0.8393239974975586,-2.9645748138427734,-1.167539358139038,-2.6835877895355225,-1.5086990594863892,-5.130890369415283,-1.5266069173812866,-4.866828441619873
